date,datatype,station,value,month_abbr
7,TMAX,GHCND:USC00300321,81.2,Jul
7,TMIN,GHCND:USC00300321,62.1,Jul
8,TMAX,GHCND:USC00300321,76.6,Aug
8,TMIN,GHCND:USC00300321,59.8,Aug
9,TMAX,GHCND:USC00300321,74.1,Sep
9,TMIN,GHCND:USC00300321,54.6,Sep
10,TMAX,GHCND:USC00300321,62.6,Oct
10,TMIN,GHCND:USC00300321,41.8,Oct
11,TMAX,GHCND:USC00300321,51.4,Nov
11,TMIN,GHCND:USC00300321,34.5,Nov
12,TMAX,GHCND:USC00300321,36.0,Dec
12,TMIN,GHCND:USC00300321,23.6,Dec
1,TMAX,GHCND:USC00188557,37.0,Jan
1,TMIN,GHCND:USC00188557,23.8,Jan
2,TMAX,GHCND:USC00188557,44.0,Feb
2,TMIN,GHCND:USC00188557,29.2,Feb
3,TMAX,GHCND:USC00188557,56.6,Mar
3,TMIN,GHCND:USC00188557,40.1,Mar
4,TMAX,GHCND:USC00188557,66.0,Apr
4,TMIN,GHCND:USC00188557,47.9,Apr
5,TMAX,GHCND:USC00188557,75.9,May
5,TMIN,GHCND:USC00188557,60.2,May
6,TMAX,GHCND:USC00188557,86.9,Jun
6,TMIN,GHCND:USC00188557,69.7,Jun
7,TMAX,GHCND:USC00188557,90.0,Jul
7,TMIN,GHCND:USC00188557,74.6,Jul
8,TMAX,GHCND:USC00188557,86.4,Aug
8,TMIN,GHCND:USC00188557,69.8,Aug
9,TMAX,GHCND:USC00188557,78.8,Sep
9,TMIN,GHCND:USC00188557,64.2,Sep
10,TMAX,GHCND:USC00188557,69.9,Oct
10,TMIN,GHCND:USC00188557,52.2,Oct
11,TMAX,GHCND:USC00188557,60.9,Nov
11,TMIN,GHCND:USC00188557,44.7,Nov
12,TMAX,GHCND:USC00188557,45.2,Dec
12,TMIN,GHCND:USC00188557,32.0,Dec
1,TMAX,GHCND:USR0000HPAL,72.7,Jan
1,TMIN,GHCND:USR0000HPAL,58.5,Jan
2,TMAX,GHCND:USR0000HPAL,72.7,Feb
2,TMIN,GHCND:USR0000HPAL,57.4,Feb
3,TMAX,GHCND:USR0000HPAL,72.9,Mar
3,TMIN,GHCND:USR0000HPAL,58.7,Mar
4,TMAX,GHCND:USR0000HPAL,72.7,Apr
4,TMIN,GHCND:USR0000HPAL,59.6,Apr
5,TMAX,GHCND:USR0000HPAL,72.9,May
5,TMIN,GHCND:USR0000HPAL,60.5,May
6,TMAX,GHCND:USR0000HPAL,79.1,Jun
6,TMIN,GHCND:USR0000HPAL,61.8,Jun
7,TMAX,GHCND:USR0000HPAL,80.3,Jul
7,TMIN,GHCND:USR0000HPAL,62.4,Jul
8,TMAX,GHCND:USR0000HPAL,81.4,Aug
8,TMIN,GHCND:USR0000HPAL,64.5,Aug
9,TMAX,GHCND:USR0000HPAL,79.3,Sep
9,TMIN,GHCND:USR0000HPAL,63.4,Sep
10,TMAX,GHCND:USR0000HPAL,78.5,Oct
10,TMIN,GHCND:USR0000HPAL,63.1,Oct
11,TMAX,GHCND:USR0000HPAL,76.0,Nov
11,TMIN,GHCND:USR0000HPAL,61.7,Nov
12,TMAX,GHCND:USR0000HPAL,75.3,Dec
12,TMIN,GHCND:USR0000HPAL,59.4,Dec
1,TMAX,GHCND:USC00134101,30.4,Jan
1,TMIN,GHCND:USC00134101,8.6,Jan
2,TMAX,GHCND:USC00134101,33.4,Feb
2,TMIN,GHCND:USC00134101,13.2,Feb
3,TMAX,GHCND:USC00134101,56.65,Mar
3,TMIN,GHCND:USC00134101,30.0,Mar
4,TMAX,GHCND:USC00134101,63.0,Apr
4,TMIN,GHCND:USC00134101,39.1,Apr
5,TMAX,GHCND:USC00134101,76.6,May
5,TMIN,GHCND:USC00134101,50.6,May
6,TMAX,GHCND:USC00134101,85.1,Jun
6,TMIN,GHCND:USC00134101,61.6,Jun
7,TMAX,GHCND:USC00134101,83.3,Jul
7,TMIN,GHCND:USC00134101,62.5,Jul
8,TMAX,GHCND:USC00134101,83.6,Aug
8,TMIN,GHCND:USC00134101,61.5,Aug
9,TMAX,GHCND:USC00134101,81.9,Sep
9,TMIN,GHCND:USC00134101,51.8,Sep
10,TMAX,GHCND:USC00134101,73.2,Oct
10,TMIN,GHCND:USC00134101,39.1,Oct
11,TMAX,GHCND:USC00134101,51.8,Nov
11,TMIN,GHCND:USC00134101,34.1,Nov
12,TMAX,GHCND:USC00134101,38.6,Dec
12,TMIN,GHCND:USC00134101,24.2,Dec
1,TMAX,GHCND:USC00010160,51.5,Jan
1,TMIN,GHCND:USC00010160,24.7,Jan
2,TMAX,GHCND:USC00010160,64.2,Feb
2,TMIN,GHCND:USC00010160,39.0,Feb
3,TMAX,GHCND:USC00010160,69.75,Mar
3,TMIN,GHCND:USC00010160,43.05,Mar
4,TMAX,GHCND:USC00010160,75.7,Apr
4,TMIN,GHCND:USC00010160,51.6,Apr
5,TMAX,GHCND:USC00010160,83.0,May
5,TMIN,GHCND:USC00010160,63.4,May
6,TMAX,GHCND:USC00010160,89.7,Jun
6,TMIN,GHCND:USC00010160,67.7,Jun
7,TMAX,GHCND:USC00010160,90.2,Jul
7,TMIN,GHCND:USC00010160,71.8,Jul
8,TMAX,GHCND:USC00010160,91.7,Aug
8,TMIN,GHCND:USC00010160,68.8,Aug
9,TMAX,GHCND:USC00010160,83.7,Sep
9,TMIN,GHCND:USC00010160,65.1,Sep
10,TMAX,GHCND:USC00010160,78.8,Oct
10,TMIN,GHCND:USC00010160,51.8,Oct
11,TMAX,GHCND:USC00010160,71.4,Nov
11,TMIN,GHCND:USC00010160,48.8,Nov
12,TMAX,GHCND:USC00010160,58.1,Dec
12,TMIN,GHCND:USC00010160,33.8,Dec
1,TMAX,GHCND:USR0000OCHL,34.1,Jan
1,TMIN,GHCND:USR0000OCHL,15.3,Jan
2,TMAX,GHCND:USR0000OCHL,43.8,Feb
2,TMIN,GHCND:USR0000OCHL,25.2,Feb
3,TMAX,GHCND:USR0000OCHL,60.2,Mar
3,TMIN,GHCND:USR0000OCHL,36.0,Mar
4,TMAX,GHCND:USR0000OCHL,69.0,Apr
4,TMIN,GHCND:USR0000OCHL,45.8,Apr
5,TMAX,GHCND:USR0000OCHL,79.0,May
5,TMIN,GHCND:USR0000OCHL,57.5,May
6,TMAX,GHCND:USR0000OCHL,85.3,Jun
6,TMIN,GHCND:USR0000OCHL,61.1,Jun
7,TMAX,GHCND:USR0000OCHL,88.4,Jul
7,TMIN,GHCND:USR0000OCHL,64.1,Jul
8,TMAX,GHCND:USR0000OCHL,88.3,Aug
8,TMIN,GHCND:USR0000OCHL,61.9,Aug
9,TMAX,GHCND:USR0000OCHL,83.5,Sep
9,TMIN,GHCND:USR0000OCHL,56.7,Sep
10,TMAX,GHCND:USR0000OCHL,72.8,Oct
10,TMIN,GHCND:USR0000OCHL,43.6,Oct
11,TMAX,GHCND:USR0000OCHL,59.2,Nov
11,TMIN,GHCND:USR0000OCHL,39.8,Nov
12,TMAX,GHCND:USR0000OCHL,46.5,Dec
12,TMIN,GHCND:USR0000OCHL,30.6,Dec
1,TMAX,GHCND:USC00360785,32.6,Jan
1,TMIN,GHCND:USC00360785,14.1,Jan
3,TMAX,GHCND:USC00360785,54.85,Mar
3,TMIN,GHCND:USC00360785,32.25,Mar
4,TMAX,GHCND:USC00360785,62.0,Apr
4,TMIN,GHCND:USC00360785,39.6,Apr
5,TMAX,GHCND:USC00360785,75.0,May
5,TMIN,GHCND:USC00360785,52.4,May
6,TMAX,GHCND:USC00360785,84.8,Jun
6,TMIN,GHCND:USC00360785,59.8,Jun
7,TMAX,GHCND:USC00360785,87.2,Jul
7,TMIN,GHCND:USC00360785,65.0,Jul
8,TMAX,GHCND:USC00360785,82.4,Aug
8,TMIN,GHCND:USC00360785,60.8,Aug
9,TMAX,GHCND:USC00360785,75.9,Sep
9,TMIN,GHCND:USC00360785,54.2,Sep
10,TMAX,GHCND:USC00360785,68.6,Oct
10,TMIN,GHCND:USC00360785,39.7,Oct
11,TMAX,GHCND:USC00360785,57.2,Nov
11,TMIN,GHCND:USC00360785,33.2,Nov
12,TMAX,GHCND:USC00360785,39.5,Dec
12,TMIN,GHCND:USC00360785,21.8,Dec
3,TMAX,GHCND:USW00022508,78.3,Mar
3,TMIN,GHCND:USW00022508,63.4,Mar
4,TMAX,GHCND:USW00022508,79.4,Apr
4,TMIN,GHCND:USW00022508,64.8,Apr
5,TMAX,GHCND:USW00022508,80.7,May
5,TMIN,GHCND:USW00022508,66.3,May
6,TMAX,GHCND:USW00022508,83.1,Jun
6,TMIN,GHCND:USW00022508,68.7,Jun
8,TMAX,GHCND:USW00022508,85.5,Aug
8,TMIN,GHCND:USW00022508,70.2,Aug
9,TMAX,GHCND:USW00022508,86.8,Sep
9,TMIN,GHCND:USW00022508,69.0,Sep
1,TMAX,GHCND:USR0000AJES,48.5,Jan
1,TMIN,GHCND:USR0000AJES,22.5,Jan
2,TMAX,GHCND:USR0000AJES,55.0,Feb
2,TMIN,GHCND:USR0000AJES,31.5,Feb
3,TMAX,GHCND:USR0000AJES,69.55,Mar
3,TMIN,GHCND:USR0000AJES,40.900000000000006,Mar
4,TMAX,GHCND:USR0000AJES,73.6,Apr
4,TMIN,GHCND:USR0000AJES,49.4,Apr
5,TMAX,GHCND:USR0000AJES,82.2,May
5,TMIN,GHCND:USR0000AJES,60.5,May
6,TMAX,GHCND:USR0000AJES,89.6,Jun
6,TMIN,GHCND:USR0000AJES,64.7,Jun
7,TMAX,GHCND:USR0000AJES,89.4,Jul
7,TMIN,GHCND:USR0000AJES,67.3,Jul
8,TMAX,GHCND:USR0000AJES,93.7,Aug
8,TMIN,GHCND:USR0000AJES,66.2,Aug
9,TMAX,GHCND:USR0000AJES,85.5,Sep
9,TMIN,GHCND:USR0000AJES,60.6,Sep
10,TMAX,GHCND:USR0000AJES,83.2,Oct
10,TMIN,GHCND:USR0000AJES,47.3,Oct
11,TMAX,GHCND:USR0000AJES,67.4,Nov
11,TMIN,GHCND:USR0000AJES,42.7,Nov
12,TMAX,GHCND:USR0000AJES,55.2,Dec
12,TMIN,GHCND:USR0000AJES,35.8,Dec
1,TMAX,GHCND:USC00230748,33.4,Jan
1,TMIN,GHCND:USC00230748,14.7,Jan
2,TMAX,GHCND:USC00230748,39.9,Feb
2,TMIN,GHCND:USC00230748,19.1,Feb
3,TMAX,GHCND:USC00230748,63.2,Mar
3,TMIN,GHCND:USC00230748,36.55,Mar
4,TMAX,GHCND:USC00230748,69.2,Apr
4,TMIN,GHCND:USC00230748,45.8,Apr
5,TMAX,GHCND:USC00230748,78.5,May
5,TMIN,GHCND:USC00230748,55.5,May
6,TMAX,GHCND:USC00230748,86.7,Jun
6,TMIN,GHCND:USC00230748,65.3,Jun
7,TMAX,GHCND:USC00230748,86.1,Jul
7,TMIN,GHCND:USC00230748,66.7,Jul
9,TMAX,GHCND:USC00230748,82.9,Sep
9,TMIN,GHCND:USC00230748,57.7,Sep
10,TMAX,GHCND:USC00230748,76.3,Oct
10,TMIN,GHCND:USC00230748,48.4,Oct
11,TMAX,GHCND:USC00230748,56.8,Nov
11,TMIN,GHCND:USC00230748,37.8,Nov
12,TMAX,GHCND:USC00230748,44.6,Dec
12,TMIN,GHCND:USC00230748,26.5,Dec
1,TMAX,GHCND:USR0000IBAI,31.3,Jan
1,TMIN,GHCND:USR0000IBAI,16.0,Jan
2,TMAX,GHCND:USR0000IBAI,35.5,Feb
2,TMIN,GHCND:USR0000IBAI,20.6,Feb
3,TMAX,GHCND:USR0000IBAI,53.849999999999994,Mar
3,TMIN,GHCND:USR0000IBAI,33.25,Mar
4,TMAX,GHCND:USR0000IBAI,61.0,Apr
4,TMIN,GHCND:USR0000IBAI,42.9,Apr
5,TMAX,GHCND:USR0000IBAI,73.7,May
5,TMIN,GHCND:USR0000IBAI,51.2,May
6,TMAX,GHCND:USR0000IBAI,81.8,Jun
6,TMIN,GHCND:USR0000IBAI,62.0,Jun
7,TMAX,GHCND:USR0000IBAI,81.6,Jul
7,TMIN,GHCND:USR0000IBAI,62.4,Jul
8,TMAX,GHCND:USR0000IBAI,81.7,Aug
8,TMIN,GHCND:USR0000IBAI,63.2,Aug
9,TMAX,GHCND:USR0000IBAI,78.7,Sep
9,TMIN,GHCND:USR0000IBAI,58.5,Sep
10,TMAX,GHCND:USR0000IBAI,69.5,Oct
10,TMIN,GHCND:USR0000IBAI,46.5,Oct
11,TMAX,GHCND:USR0000IBAI,52.4,Nov
11,TMIN,GHCND:USR0000IBAI,40.1,Nov
12,TMAX,GHCND:USR0000IBAI,39.8,Dec
12,TMIN,GHCND:USR0000IBAI,26.8,Dec
1,TMAX,GHCND:USR0000MOJI,18.4,Jan
1,TMIN,GHCND:USR0000MOJI,4.8,Jan
2,TMAX,GHCND:USR0000MOJI,20.2,Feb
2,TMIN,GHCND:USR0000MOJI,8.1,Feb
3,TMAX,GHCND:USR0000MOJI,34.25,Mar
3,TMIN,GHCND:USR0000MOJI,21.35,Mar
4,TMAX,GHCND:USR0000MOJI,45.1,Apr
4,TMIN,GHCND:USR0000MOJI,32.7,Apr
5,TMAX,GHCND:USR0000MOJI,59.2,May
5,TMIN,GHCND:USR0000MOJI,42.5,May
6,TMAX,GHCND:USR0000MOJI,67.0,Jun
6,TMIN,GHCND:USR0000MOJI,50.3,Jun
7,TMAX,GHCND:USR0000MOJI,76.5,Jul
7,TMIN,GHCND:USR0000MOJI,60.0,Jul
8,TMAX,GHCND:USR0000MOJI,74.0,Aug
8,TMIN,GHCND:USR0000MOJI,60.1,Aug
9,TMAX,GHCND:USR0000MOJI,71.5,Sep
9,TMIN,GHCND:USR0000MOJI,57.2,Sep
10,TMAX,GHCND:USR0000MOJI,55.2,Oct
10,TMIN,GHCND:USR0000MOJI,44.2,Oct
11,TMAX,GHCND:USR0000MOJI,40.6,Nov
11,TMIN,GHCND:USR0000MOJI,34.1,Nov
12,TMAX,GHCND:USR0000MOJI,27.0,Dec
12,TMIN,GHCND:USR0000MOJI,18.4,Dec
1,TMAX,GHCND:USW00012916,58.7,Jan
1,TMIN,GHCND:USW00012916,42.2,Jan
2,TMAX,GHCND:USW00012916,70.3,Feb
2,TMIN,GHCND:USW00012916,52.6,Feb
3,TMAX,GHCND:USW00012916,74.85,Mar
3,TMIN,GHCND:USW00012916,57.25,Mar
4,TMAX,GHCND:USW00012916,80.1,Apr
4,TMIN,GHCND:USW00012916,64.1,Apr
5,TMAX,GHCND:USW00012916,87.7,May
5,TMIN,GHCND:USW00012916,73.6,May
6,TMAX,GHCND:USW00012916,92.0,Jun
6,TMIN,GHCND:USW00012916,77.4,Jun
7,TMAX,GHCND:USW00012916,91.8,Jul
7,TMIN,GHCND:USW00012916,77.4,Jul
8,TMAX,GHCND:USW00012916,94.5,Aug
8,TMIN,GHCND:USW00012916,77.5,Aug
9,TMAX,GHCND:USW00012916,87.4,Sep
9,TMIN,GHCND:USW00012916,74.3,Sep
10,TMAX,GHCND:USW00012916,83.5,Oct
10,TMIN,GHCND:USW00012916,65.4,Oct
11,TMAX,GHCND:USW00012916,76.8,Nov
11,TMIN,GHCND:USW00012916,63.6,Nov
12,TMAX,GHCND:USW00012916,67.9,Dec
12,TMIN,GHCND:USW00012916,50.4,Dec
1,TMAX,GHCND:USR0000SCUS,31.0,Jan
1,TMIN,GHCND:USR0000SCUS,11.0,Jan
2,TMAX,GHCND:USR0000SCUS,32.8,Feb
2,TMIN,GHCND:USR0000SCUS,9.4,Feb
3,TMAX,GHCND:USR0000SCUS,45.95,Mar
3,TMIN,GHCND:USR0000SCUS,24.549999999999997,Mar
4,TMAX,GHCND:USR0000SCUS,52.3,Apr
4,TMIN,GHCND:USR0000SCUS,30.5,Apr
5,TMAX,GHCND:USR0000SCUS,58.6,May
5,TMIN,GHCND:USR0000SCUS,36.9,May
6,TMAX,GHCND:USR0000SCUS,73.6,Jun
6,TMIN,GHCND:USR0000SCUS,50.6,Jun
7,TMAX,GHCND:USR0000SCUS,81.0,Jul
7,TMIN,GHCND:USR0000SCUS,56.3,Jul
8,TMAX,GHCND:USR0000SCUS,80.2,Aug
8,TMIN,GHCND:USR0000SCUS,55.7,Aug
9,TMAX,GHCND:USR0000SCUS,78.0,Sep
9,TMIN,GHCND:USR0000SCUS,52.7,Sep
10,TMAX,GHCND:USR0000SCUS,64.3,Oct
10,TMIN,GHCND:USR0000SCUS,40.3,Oct
11,TMAX,GHCND:USR0000SCUS,44.7,Nov
11,TMIN,GHCND:USR0000SCUS,25.9,Nov
12,TMAX,GHCND:USR0000SCUS,42.7,Dec
12,TMIN,GHCND:USR0000SCUS,23.8,Dec
1,TMAX,GHCND:USC00115660,34.6,Jan
1,TMIN,GHCND:USC00115660,16.4,Jan
2,TMAX,GHCND:USC00115660,40.1,Feb
2,TMIN,GHCND:USC00115660,22.8,Feb
3,TMAX,GHCND:USC00115660,62.05,Mar
3,TMIN,GHCND:USC00115660,37.2,Mar
4,TMAX,GHCND:USC00115660,68.1,Apr
4,TMIN,GHCND:USC00115660,46.8,Apr
5,TMAX,GHCND:USC00115660,77.6,May
5,TMIN,GHCND:USC00115660,59.1,May
6,TMAX,GHCND:USC00115660,86.7,Jun
6,TMIN,GHCND:USC00115660,65.7,Jun
7,TMAX,GHCND:USC00115660,84.5,Jul
7,TMIN,GHCND:USC00115660,66.4,Jul
8,TMAX,GHCND:USC00115660,86.0,Aug
8,TMIN,GHCND:USC00115660,65.6,Aug
9,TMAX,GHCND:USC00115660,80.2,Sep
9,TMIN,GHCND:USC00115660,59.0,Sep
10,TMAX,GHCND:USC00115660,74.5,Oct
10,TMIN,GHCND:USC00115660,46.5,Oct
11,TMAX,GHCND:USC00115660,57.9,Nov
11,TMIN,GHCND:USC00115660,39.1,Nov
12,TMAX,GHCND:USC00115660,44.8,Dec
12,TMIN,GHCND:USC00115660,29.4,Dec
1,TMAX,GHCND:USR0000GPLA,54.9,Jan
1,TMIN,GHCND:USR0000GPLA,30.7,Jan
2,TMAX,GHCND:USR0000GPLA,68.9,Feb
2,TMIN,GHCND:USR0000GPLA,43.7,Feb
3,TMAX,GHCND:USR0000GPLA,71.9,Mar
3,TMIN,GHCND:USR0000GPLA,48.2,Mar
4,TMAX,GHCND:USR0000GPLA,78.8,Apr
4,TMIN,GHCND:USR0000GPLA,54.2,Apr
5,TMAX,GHCND:USR0000GPLA,84.3,May
5,TMIN,GHCND:USR0000GPLA,64.4,May
6,TMAX,GHCND:USR0000GPLA,92.1,Jun
6,TMIN,GHCND:USR0000GPLA,69.2,Jun
7,TMAX,GHCND:USR0000GPLA,92.1,Jul
7,TMIN,GHCND:USR0000GPLA,73.4,Jul
8,TMAX,GHCND:USR0000GPLA,93.3,Aug
8,TMIN,GHCND:USR0000GPLA,71.1,Aug
9,TMAX,GHCND:USR0000GPLA,84.7,Sep
9,TMIN,GHCND:USR0000GPLA,68.3,Sep
10,TMAX,GHCND:USR0000GPLA,80.5,Oct
10,TMIN,GHCND:USR0000GPLA,54.4,Oct
11,TMAX,GHCND:USR0000GPLA,72.1,Nov
11,TMIN,GHCND:USR0000GPLA,52.5,Nov
12,TMAX,GHCND:USR0000GPLA,62.2,Dec
12,TMIN,GHCND:USR0000GPLA,39.3,Dec
3,TMAX,GHCND:USR0000OBRI,41.8,Mar
3,TMIN,GHCND:USR0000OBRI,26.9,Mar
4,TMAX,GHCND:USR0000OBRI,48.4,Apr
4,TMIN,GHCND:USR0000OBRI,30.6,Apr
5,TMAX,GHCND:USR0000OBRI,54.2,May
5,TMIN,GHCND:USR0000OBRI,34.7,May
6,TMAX,GHCND:USR0000OBRI,69.2,Jun
6,TMIN,GHCND:USR0000OBRI,45.8,Jun
7,TMAX,GHCND:USR0000OBRI,83.3,Jul
7,TMIN,GHCND:USR0000OBRI,58.9,Jul
8,TMAX,GHCND:USR0000OBRI,75.4,Aug
8,TMIN,GHCND:USR0000OBRI,53.3,Aug
9,TMAX,GHCND:USR0000OBRI,71.0,Sep
9,TMIN,GHCND:USR0000OBRI,49.7,Sep
10,TMAX,GHCND:USR0000OBRI,56.7,Oct
10,TMIN,GHCND:USR0000OBRI,39.1,Oct
12,TMAX,GHCND:USR0000OBRI,38.1,Dec
12,TMIN,GHCND:USR0000OBRI,28.8,Dec
1,TMAX,GHCND:USR0000WBEC,27.2,Jan
1,TMIN,GHCND:USR0000WBEC,-0.8,Jan
2,TMAX,GHCND:USR0000WBEC,30.2,Feb
2,TMIN,GHCND:USR0000WBEC,12.0,Feb
3,TMAX,GHCND:USR0000WBEC,44.1,Mar
3,TMIN,GHCND:USR0000WBEC,17.25,Mar
4,TMAX,GHCND:USR0000WBEC,52.4,Apr
4,TMIN,GHCND:USR0000WBEC,23.6,Apr
5,TMAX,GHCND:USR0000WBEC,55.7,May
5,TMIN,GHCND:USR0000WBEC,28.9,May
6,TMAX,GHCND:USR0000WBEC,73.7,Jun
6,TMIN,GHCND:USR0000WBEC,39.3,Jun
7,TMAX,GHCND:USR0000WBEC,82.3,Jul
7,TMIN,GHCND:USR0000WBEC,43.5,Jul
8,TMAX,GHCND:USR0000WBEC,80.0,Aug
8,TMIN,GHCND:USR0000WBEC,41.5,Aug
9,TMAX,GHCND:USR0000WBEC,72.1,Sep
9,TMIN,GHCND:USR0000WBEC,35.5,Sep
10,TMAX,GHCND:USR0000WBEC,59.9,Oct
10,TMIN,GHCND:USR0000WBEC,26.6,Oct
11,TMAX,GHCND:USR0000WBEC,35.4,Nov
11,TMIN,GHCND:USR0000WBEC,15.1,Nov
12,TMAX,GHCND:USR0000WBEC,33.6,Dec
12,TMIN,GHCND:USR0000WBEC,16.1,Dec
1,TMAX,GHCND:USR0000CBRI,57.0,Jan
1,TMIN,GHCND:USR0000CBRI,42.9,Jan
2,TMAX,GHCND:USR0000CBRI,57.8,Feb
2,TMIN,GHCND:USR0000CBRI,44.1,Feb
3,TMAX,GHCND:USR0000CBRI,58.95,Mar
3,TMIN,GHCND:USR0000CBRI,43.8,Mar
4,TMAX,GHCND:USR0000CBRI,65.5,Apr
4,TMIN,GHCND:USR0000CBRI,46.0,Apr
5,TMAX,GHCND:USR0000CBRI,72.1,May
5,TMIN,GHCND:USR0000CBRI,48.3,May
6,TMAX,GHCND:USR0000CBRI,82.1,Jun
6,TMIN,GHCND:USR0000CBRI,54.8,Jun
7,TMAX,GHCND:USR0000CBRI,89.3,Jul
7,TMIN,GHCND:USR0000CBRI,60.6,Jul
8,TMAX,GHCND:USR0000CBRI,84.3,Aug
8,TMIN,GHCND:USR0000CBRI,57.5,Aug
9,TMAX,GHCND:USR0000CBRI,83.7,Sep
9,TMIN,GHCND:USR0000CBRI,57.5,Sep
10,TMAX,GHCND:USR0000CBRI,79.9,Oct
10,TMIN,GHCND:USR0000CBRI,59.1,Oct
11,TMAX,GHCND:USR0000CBRI,59.8,Nov
11,TMIN,GHCND:USR0000CBRI,46.3,Nov
12,TMAX,GHCND:USR0000CBRI,55.5,Dec
12,TMIN,GHCND:USR0000CBRI,45.9,Dec
1,TMAX,GHCND:USR0000CLHO,54.1,Jan
1,TMIN,GHCND:USR0000CLHO,31.5,Jan
2,TMAX,GHCND:USR0000CLHO,62.9,Feb
2,TMIN,GHCND:USR0000CLHO,39.6,Feb
3,TMAX,GHCND:USR0000CLHO,60.2,Mar
3,TMIN,GHCND:USR0000CLHO,37.7,Mar
4,TMAX,GHCND:USR0000CLHO,69.6,Apr
4,TMIN,GHCND:USR0000CLHO,41.2,Apr
5,TMAX,GHCND:USR0000CLHO,79.2,May
5,TMIN,GHCND:USR0000CLHO,50.0,May
6,TMAX,GHCND:USR0000CLHO,92.2,Jun
6,TMIN,GHCND:USR0000CLHO,63.2,Jun
7,TMAX,GHCND:USR0000CLHO,98.8,Jul
7,TMIN,GHCND:USR0000CLHO,71.4,Jul
8,TMAX,GHCND:USR0000CLHO,92.5,Aug
8,TMIN,GHCND:USR0000CLHO,67.2,Aug
9,TMAX,GHCND:USR0000CLHO,88.5,Sep
9,TMIN,GHCND:USR0000CLHO,57.6,Sep
10,TMAX,GHCND:USR0000CLHO,82.3,Oct
10,TMIN,GHCND:USR0000CLHO,51.1,Oct
11,TMAX,GHCND:USR0000CLHO,61.5,Nov
11,TMIN,GHCND:USR0000CLHO,35.1,Nov
12,TMAX,GHCND:USR0000CLHO,63.3,Dec
12,TMIN,GHCND:USR0000CLHO,35.0,Dec
1,TMAX,GHCND:USR0000HPUW,74.6,Jan
1,TMIN,GHCND:USR0000HPUW,57.8,Jan
2,TMAX,GHCND:USR0000HPUW,73.2,Feb
2,TMIN,GHCND:USR0000HPUW,57.4,Feb
3,TMAX,GHCND:USR0000HPUW,74.4,Mar
3,TMIN,GHCND:USR0000HPUW,58.1,Mar
4,TMAX,GHCND:USR0000HPUW,75.8,Apr
4,TMIN,GHCND:USR0000HPUW,59.6,Apr
5,TMAX,GHCND:USR0000HPUW,75.8,May
5,TMIN,GHCND:USR0000HPUW,61.6,May
6,TMAX,GHCND:USR0000HPUW,77.3,Jun
6,TMIN,GHCND:USR0000HPUW,61.1,Jun
7,TMAX,GHCND:USR0000HPUW,78.5,Jul
7,TMIN,GHCND:USR0000HPUW,62.2,Jul
8,TMAX,GHCND:USR0000HPUW,79.6,Aug
8,TMIN,GHCND:USR0000HPUW,63.2,Aug
9,TMAX,GHCND:USR0000HPUW,79.5,Sep
9,TMIN,GHCND:USR0000HPUW,63.0,Sep
10,TMAX,GHCND:USR0000HPUW,78.5,Oct
10,TMIN,GHCND:USR0000HPUW,62.1,Oct
11,TMAX,GHCND:USR0000HPUW,76.9,Nov
11,TMIN,GHCND:USR0000HPUW,59.5,Nov
12,TMAX,GHCND:USR0000HPUW,75.9,Dec
12,TMIN,GHCND:USR0000HPUW,58.6,Dec
1,TMAX,GHCND:USR0000HMAK,80.7,Jan
1,TMIN,GHCND:USR0000HMAK,69.5,Jan
2,TMAX,GHCND:USR0000HMAK,80.5,Feb
2,TMIN,GHCND:USR0000HMAK,67.1,Feb
3,TMAX,GHCND:USR0000HMAK,79.5,Mar
3,TMIN,GHCND:USR0000HMAK,69.55,Mar
4,TMAX,GHCND:USR0000HMAK,79.9,Apr
4,TMIN,GHCND:USR0000HMAK,70.0,Apr
5,TMAX,GHCND:USR0000HMAK,80.9,May
5,TMIN,GHCND:USR0000HMAK,71.4,May
6,TMAX,GHCND:USR0000HMAK,83.2,Jun
6,TMIN,GHCND:USR0000HMAK,73.5,Jun
7,TMAX,GHCND:USR0000HMAK,84.9,Jul
7,TMIN,GHCND:USR0000HMAK,74.2,Jul
8,TMAX,GHCND:USR0000HMAK,85.4,Aug
8,TMIN,GHCND:USR0000HMAK,75.3,Aug
9,TMAX,GHCND:USR0000HMAK,86.1,Sep
9,TMIN,GHCND:USR0000HMAK,75.3,Sep
10,TMAX,GHCND:USR0000HMAK,85.3,Oct
10,TMIN,GHCND:USR0000HMAK,75.3,Oct
11,TMAX,GHCND:USR0000HMAK,82.2,Nov
11,TMIN,GHCND:USR0000HMAK,72.5,Nov
12,TMAX,GHCND:USR0000HMAK,82.6,Dec
12,TMIN,GHCND:USR0000HMAK,70.5,Dec
1,TMAX,GHCND:USR0000ACOV,33.7,Jan
1,TMIN,GHCND:USR0000ACOV,23.2,Jan
2,TMAX,GHCND:USR0000ACOV,36.5,Feb
2,TMIN,GHCND:USR0000ACOV,27.4,Feb
3,TMAX,GHCND:USR0000ACOV,30.1,Mar
3,TMIN,GHCND:USR0000ACOV,17.75,Mar
4,TMAX,GHCND:USR0000ACOV,36.9,Apr
4,TMIN,GHCND:USR0000ACOV,24.3,Apr
5,TMAX,GHCND:USR0000ACOV,43.2,May
5,TMIN,GHCND:USR0000ACOV,32.3,May
6,TMAX,GHCND:USR0000ACOV,56.5,Jun
